#Solar model
#
#Data taken from the following work:
#	Saclay Solar Seismic model. For further information:
#	"Solar Neutrino Emission Deduced from a Seismic Model", Turck-Chieze et al., 
#	ApJ, 555:L69-L73, 2001 July 1
#Gravitational potential calculted from Poisson law
# Phi = -GM/R PhiBar with PhiBar the normalized potential shown here
#
#Radius [in solar radius]	Temperature [keV]	Normalized gravitational potential [no unit]
0.996883	0.00169653	1.00313
0.996903	0.00169125	1.00311
0.996923	0.00168599	1.00309
0.996943	0.00168076	1.00307
0.996964	0.00167556	1.00305
0.996984	0.00167039	1.00303
0.997004	0.00166524	1.00301
0.997023	0.00166012	1.00299
0.997043	0.00165503	1.00297
0.997063	0.00164997	1.00295
0.997082	0.00164493	1.00293
0.997102	0.00163991	1.00291
0.997121	0.00163492	1.00289
0.997141	0.00162996	1.00287
0.99716	0.00162502	1.00285
0.997179	0.00162011	1.00283
0.997198	0.00161522	1.00281
0.997217	0.00161036	1.00279
0.997236	0.00160552	1.00277
0.997255	0.0016007	1.00275
0.997274	0.00159591	1.00273
0.997292	0.00159114	1.00272
0.997311	0.00158639	1.0027
0.997329	0.00158166	1.00268
0.997348	0.00157696	1.00266
0.997366	0.00157228	1.00264
0.997385	0.00156762	1.00262
0.997403	0.00156299	1.0026
0.997421	0.00155838	1.00259
0.997439	0.00155378	1.00257
0.997457	0.00154921	1.00255
0.997475	0.00154466	1.00253
0.997493	0.00154013	1.00251
0.997511	0.00153562	1.0025
0.997528	0.00153113	1.00248
0.997546	0.00152667	1.00246
0.997564	0.00152222	1.00244
0.997581	0.00151779	1.00242
0.997598	0.00151338	1.00241
0.997616	0.00150899	1.00239
0.997633	0.00150462	1.00237
0.99765	0.00150026	1.00236
0.997667	0.00149593	1.00234
0.997684	0.00149162	1.00232
0.997701	0.00148732	1.0023
0.997718	0.00148304	1.00229
0.997735	0.00147878	1.00227
0.997752	0.00147454	1.00225
0.997769	0.00147031	1.00224
0.997785	0.00146611	1.00222
0.997802	0.00146192	1.0022
0.997818	0.00145774	1.00219
0.997835	0.00145358	1.00217
0.997851	0.00144944	1.00215
0.997867	0.00144532	1.00214
0.997884	0.00144121	1.00212
0.9979	0.00143712	1.00211
0.997916	0.00143304	1.00209
0.997932	0.00142898	1.00207
0.997948	0.00142494	1.00206
0.997964	0.00142091	1.00204
0.99798	0.0014169	1.00202
0.997996	0.0014129	1.00201
0.998011	0.00140891	1.00199
0.998027	0.00140494	1.00198
0.998042	0.00140099	1.00196
0.998058	0.00139704	1.00195
0.998073	0.00139312	1.00193
0.998089	0.0013892	1.00191
0.998104	0.0013853	1.0019
0.998119	0.00138142	1.00188
0.998135	0.00137754	1.00187
0.99815	0.00137368	1.00185
0.998165	0.00136984	1.00184
0.99818	0.001366	1.00182
0.998195	0.00136218	1.00181
0.99821	0.00135837	1.00179
0.998224	0.00135458	1.00178
0.998239	0.00135079	1.00176
0.998254	0.00134702	1.00175
0.998269	0.00134326	1.00173
0.998283	0.00133951	1.00172
0.998298	0.00133577	1.00171
0.998312	0.00133204	1.00169
0.998327	0.00132833	1.00168
0.998341	0.00132463	1.00166
0.998355	0.00132093	1.00165
0.99837	0.00131725	1.00163
0.998384	0.00131358	1.00162
0.998398	0.00130992	1.00161
0.998412	0.00130626	1.00159
0.998426	0.00130262	1.00158
0.99844	0.00129899	1.00156
0.998454	0.00129537	1.00155
0.998468	0.00129176	1.00154
0.998482	0.00128815	1.00152
0.998495	0.00128456	1.00151
0.998509	0.00128097	1.00149
0.998522	0.00127739	1.00148
0.998536	0.00127383	1.00147
0.99855	0.00127026	1.00145
0.998563	0.00126671	1.00144
0.998576	0.00126317	1.00143
0.99859	0.00125963	1.00141
0.998603	0.0012561	1.0014
0.998616	0.00125258	1.00139
0.998629	0.00124907	1.00137
0.998642	0.00124556	1.00136
0.998656	0.00124207	1.00135
0.998669	0.00123857	1.00133
0.998681	0.00123509	1.00132
0.998694	0.00123161	1.00131
0.998707	0.00122813	1.00129
0.99872	0.00122466	1.00128
0.998733	0.0012212	1.00127
0.998745	0.00121774	1.00126
0.998758	0.00121429	1.00124
0.998771	0.00121085	1.00123
0.998783	0.00120741	1.00122
0.998796	0.00120397	1.00121
0.998808	0.00120054	1.00119
0.99882	0.00119711	1.00118
0.998833	0.00119369	1.00117
0.998845	0.00119027	1.00116
0.998857	0.00118685	1.00114
0.998869	0.00118344	1.00113
0.998881	0.00118003	1.00112
0.998893	0.00117662	1.00111
0.998906	0.00117322	1.0011
0.998917	0.00116982	1.00108
0.998929	0.00116642	1.00107
0.998941	0.00116302	1.00106
0.998953	0.00115962	1.00105
0.998965	0.00115623	1.00104
0.998976	0.00115284	1.00103
0.998988	0.00114944	1.00101
0.999	0.00114605	1.001
0.999011	0.00114266	1.00099
0.999023	0.00113927	1.00098
0.999034	0.00113588	1.00097
0.999045	0.00113249	1.00096
0.999057	0.0011291	1.00094
0.999068	0.00112571	1.00093
0.999079	0.00112231	1.00092
0.99909	0.00111891	1.00091
0.999101	0.00111552	1.0009
0.999113	0.00111211	1.00089
0.999124	0.00110871	1.00088
0.999135	0.0011053	1.00087
0.999146	0.00110189	1.00086
0.999156	0.00109848	1.00084
0.999167	0.00109506	1.00083
0.999178	0.00109164	1.00082
0.999189	0.00108821	1.00081
0.999199	0.00108477	1.0008
0.99921	0.00108134	1.00079
0.99922	0.00107789	1.00078
0.999231	0.00107444	1.00077
0.999241	0.00107098	1.00076
0.999252	0.00106751	1.00075
0.999262	0.00106404	1.00074
0.999273	0.00106056	1.00073
0.999283	0.00105706	1.00072
0.999293	0.00105356	1.00071
0.999303	0.00105005	1.0007
0.999313	0.00104652	1.00069
0.999323	0.00104299	1.00068
0.999333	0.00103944	1.00067
0.999343	0.00103588	1.00066
0.999353	0.0010323	1.00065
0.999363	0.00102872	1.00064
0.999373	0.00102512	1.00063
0.999383	0.0010215	1.00062
0.999392	0.00101787	1.00061
0.999402	0.00101422	1.0006
0.999412	0.00101055	1.00059
0.999421	0.00100686	1.00058
0.999431	0.00100316	1.00057
0.99944	0.000999433	1.00056
0.999449	0.000995684	1.00055
0.999459	0.000991914	1.00054
0.999468	0.00098812	1.00053
0.999477	0.000984302	1.00052
0.999487	0.000980457	1.00051
0.999496	0.000976586	1.0005
0.999505	0.000972687	1.00049
0.999514	0.000968759	1.00049
0.999523	0.000964802	1.00048
0.999532	0.000960812	1.00047
0.999541	0.00095679	1.00046
0.999549	0.000952733	1.00045
0.999558	0.00094864	1.00044
0.999567	0.000944509	1.00043
0.999576	0.000940337	1.00042
0.999584	0.000936123	1.00042
0.999593	0.000931866	1.00041
0.999601	0.000927561	1.0004
0.99961	0.000923209	1.00039
0.999618	0.000918804	1.00038
0.999626	0.000914347	1.00037
0.999635	0.000909834	1.00036
0.999643	0.000905261	1.00036
0.999651	0.000900628	1.00035
0.999659	0.00089593	1.00034
0.999667	0.000891165	1.00033
0.999675	0.000886328	1.00032
0.999683	0.000881416	1.00032
0.999691	0.000876427	1.00031
0.999699	0.000871355	1.0003
0.999707	0.000866196	1.00029
0.999715	0.000860944	1.00029
0.999722	0.000855595	1.00028
0.99973	0.000850142	1.00027
0.999737	0.000844579	1.00026
0.999745	0.0008389	1.00025
0.999752	0.000833098	1.00025
0.99976	0.000827165	1.00024
0.999767	0.000821094	1.00023
0.999774	0.000814875	1.00023
0.999781	0.0008085	1.00022
0.999788	0.000801957	1.00021
0.999795	0.000795237	1.00021
0.999802	0.000788328	1.0002
0.999809	0.000781216	1.00019
0.999816	0.000773889	1.00018
0.999823	0.000766332	1.00018
0.999829	0.000758528	1.00017
0.999836	0.000750461	1.00016
0.999842	0.000742112	1.00016
0.999849	0.000733463	1.00015
0.999855	0.000724494	1.00015
0.999861	0.000715186	1.00014
0.999867	0.000705521	1.00013
0.999873	0.000695483	1.00013
0.999879	0.000685061	1.00012
0.999885	0.000674256	1.00012
0.999891	0.000663081	1.00011
0.999897	0.000651573	1.0001
0.999902	0.000639799	1.0001
0.999908	0.000627873	1.00009
0.999913	0.000615965	1.00009
0.999918	0.000604301	1.00008
0.999923	0.000593144	1.00008
0.999924	0.000591628	1.00008
0.999925	0.000590109	1.00008
0.999926	0.000588588	1.00007
0.999926	0.000587065	1.00007
0.999927	0.000585541	1.00007
0.999928	0.000584016	1.00007
0.999929	0.000582492	1.00007
0.999929	0.000580969	1.00007
0.99993	0.000579448	1.00007
0.999931	0.000577929	1.00007
0.999932	0.000576414	1.00007
0.999933	0.000574902	1.00007
0.999933	0.000573396	1.00007
0.999934	0.000571894	1.00007
0.999935	0.000570398	1.00006
0.999936	0.000568909	1.00006
0.999937	0.000567426	1.00006
0.999938	0.000565951	1.00006
0.999938	0.000564483	1.00006
0.999939	0.000563023	1.00006
0.99994	0.000561572	1.00006
0.999941	0.000560129	1.00006
0.999942	0.000558695	1.00006
0.999943	0.00055727	1.00006
0.999944	0.000555854	1.00006
0.999945	0.000554448	1.00005
0.999946	0.000553051	1.00005
0.999946	0.000551664	1.00005
0.999947	0.000550286	1.00005
0.999949	0.000548918	1.00005
0.999949	0.00054756	1.00005
0.99995	0.000546211	1.00005
0.999951	0.000544872	1.00005
0.999952	0.000543543	1.00005
0.999953	0.000542224	1.00005
0.999954	0.000540914	1.00005
0.999955	0.000539614	1.00005
0.999957	0.000538324	1.00004
0.999958	0.000537044	1.00004
0.999959	0.000535773	1.00004
0.99996	0.000534513	1.00004
0.999961	0.000533261	1.00004
0.999962	0.00053202	1.00004
0.999963	0.000530788	1.00004
0.999964	0.000529565	1.00004
0.999965	0.000528352	1.00004
0.999966	0.000527148	1.00003
0.999968	0.000525954	1.00003
0.999969	0.000524769	1.00003
0.99997	0.000523593	1.00003
0.999971	0.000522427	1.00003
0.999972	0.00052127	1.00003
0.999973	0.000520122	1.00003
0.999974	0.000518983	1.00003
0.999976	0.000517854	1.00002
0.999977	0.000516733	1.00002
0.999978	0.000515621	1.00002
0.999979	0.000514519	1.00002
0.999981	0.000513425	1.00002
0.999982	0.000512341	1.00002
0.999983	0.000511265	1.00002
0.999984	0.000510198	1.00002
0.999986	0.00050914	1.00001
0.999987	0.000508091	1.00001
0.999988	0.00050705	1.00001
0.999989	0.000506018	1.00001
0.999991	0.000504994	1.00001
0.999992	0.000503979	1.00001
0.999993	0.000502972	1.00001
0.999995	0.000501974	1.00001
0.999996	0.000500984	1
0.999997	0.000500002	1
0.999999	0.000499028	1
1	0.000498063	1
1.00003	0.000478055	0.999968
1.00006	0.00046181	0.999935
1.0001	0.00044878	0.999902
1.00013	0.000438393	0.99987
1.00016	0.000430271	0.999838
1.00019	0.000423994	0.999805
1.00023	0.000419091	0.999773
1.00026	0.000415322	0.999741
1.00029	0.000412506	0.99971
1.00032	0.000410389	0.999678
1.00035	0.000408754	0.999647
1.00039	0.000407497	0.999615
1.00042	0.000406548	0.999584
1.00045	0.000405844	0.999553
1.00048	0.000405328	0.999522
1.00051	0.000404955	0.99949
1.00054	0.000404686	0.999459
1.00057	0.000404495	0.999427
1.00061	0.000404359	0.999394
1.00064	0.000404262	0.999361
1.00067	0.000404194	0.999328
1.00071	0.000404145	0.999291
1.00075	0.000404111	0.999253
1.00079	0.000404087	0.99921
1.00084	0.00040407	0.999159
